RANKING,CD_GEOCODM,MUNICÍPIO,ESTADO,IDHM,RENDA,LONGEVIDADE,EDUCACAO
1842,420455,CORREIA PINTO,SC,0.702,0.701,0.804,0.614
128,420450,CORUPÁ,SC,0.78,0.768,0.873,0.707
76,420460,CRICIÚMA,SC,0.788,0.786,0.846,0.737
719,420470,CUNHA PORÃ,SC,0.742,0.744,0.804,0.682
467,420475,CUNHATAÍ,SC,0.754,0.777,0.886,0.623
1266,420480,CURITIBANOS,SC,0.721,0.716,0.846,0.62
695,420490,DESCANSO,SC,0.743,0.741,0.854,0.647
1720,420500,DIONÍSIO CERQUEIRA,SC,0.706,0.703,0.82,0.61
719,420510,DONA EMMA,SC,0.742,0.762,0.862,0.622
1427,420515,DOUTOR PEDRINHO,SC,0.716,0.714,0.843,0.609
2964,420517,ENTRE RIOS,SC,0.657,0.638,0.808,0.55
1133,420519,ERMO,SC,0.726,0.708,0.808,0.67
1217,420520,ERVAL VELHO,SC,0.723,0.736,0.868,0.592
400,420530,FAXINAL DOS GUEDES,SC,0.758,0.746,0.863,0.676
1665,420535,FLOR DO SERTÃO,SC,0.708,0.736,0.792,0.608
3,420540,FLORIANÓPOLIS,SC,0.847,0.87,0.873,0.8
1454,420543,FORMOSA DO SUL,SC,0.715,0.728,0.845,0.593
488,420545,FORQUILHINHA,SC,0.753,0.754,0.861,0.657
993,420550,FRAIBURGO,SC,0.731,0.712,0.86,0.637
2386,420555,FREI ROGÉRIO,SC,0.682,0.664,0.812,0.588
1665,420560,GALVÃO,SC,0.708,0.704,0.815,0.618
488,420570,GAROPABA,SC,0.753,0.737,0.868,0.668
1154,420580,GARUVA,SC,0.725,0.717,0.83,0.64
289,420590,GASPAR,SC,0.765,0.77,0.889,0.655
599,420600,GOVERNADOR CELSO RAMOS,SC,0.747,0.737,0.87,0.651
876,420610,GRÃO PARÁ,SC,0.736,0.749,0.846,0.63
420,420620,GRAVATAL,SC,0.757,0.726,0.877,0.681
